Journey,Screen / Page,Route,UI Element Type,Translation Key,Current Arabic,Current English,File Path,Line Number,Character or Space Constraint,Variables / Interpolation,Notes
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.listView,قائمة,List,client/src/lib/i18n.tsx,2664,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.liveBadge,مناقصات مباشرة.,Live tenders.,client/src/lib/i18n.tsx,2643,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.liveOnMarketplace,منشور في ساحة الفرص,Live on Marketplace,client/src/lib/i18n.tsx,2535,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.liveOpportunities,الفرص المتاحة,Live opportunities,client/src/lib/i18n.tsx,2648,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.login,تسجيل الدخول,Login,client/src/lib/i18n.tsx,2455,,,
7. Marketplace publishing,Marketplace,/marketplace,Helper text,marketplace.marketplaceSubmitDesc,أدخل تفاصيل النشر في ساحة الفرص. سيتم تقديمها لمراجعة المشرف.,Provide details for your marketplace listing. This will be submitted for admin review.,client/src/lib/i18n.tsx,2565,,,
7. Marketplace publishing,Marketplace,/marketplace,Heading / title,marketplace.marketplaceSubmitTitle,تقديم في ساحة الفرص,Submit to Marketplace,client/src/lib/i18n.tsx,2564,One line preferred,,
7. Marketplace publishing,Marketplace,/marketplace,Empty state,marketplace.noApprovedTenders,لا توجد منافسات معتمدة بعد,No approved tenders yet,client/src/lib/i18n.tsx,2555,,,
7. Marketplace publishing,Marketplace,/marketplace,Empty state,marketplace.noPendingRequests,لا توجد طلبات معلقة,No pending requests,client/src/lib/i18n.tsx,2510,,,
7. Marketplace publishing,Marketplace,/marketplace,Empty state,marketplace.noPo,لم يتم رفع أمر شراء,No Purchase Order uploaded,client/src/lib/i18n.tsx,2554,,,
7. Marketplace publishing,Marketplace,/marketplace,Empty state,marketplace.noPoUploaded,لم يتم رفع أمر شراء بعد. قم برفع مستند أمر الشراء للتحقق من قبل المشرف.,No purchase order uploaded yet. Upload a PO document for admin verification.,client/src/lib/i18n.tsx,2545,,,
7. Marketplace publishing,Marketplace,/marketplace,Empty state,marketplace.noTenders,لا توجد مناقصات حية.,No live tenders.,client/src/lib/i18n.tsx,2479,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.openTender,منافسة عامة,Open Tender,client/src/lib/i18n.tsx,2468,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.pendingReview,قيد مراجعة ساحة الفرص,Marketplace Review Pending,client/src/lib/i18n.tsx,2534,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.poDeleted,تم حذف أمر الشراء,Purchase Order Deleted,client/src/lib/i18n.tsx,2548,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.poPending,قيد المراجعة,Pending Review,client/src/lib/i18n.tsx,2551,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.poRejected,مرفوض,Rejected,client/src/lib/i18n.tsx,2550,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.poRequired,يلزم وجود أمر شراء موثق قبل الموافقة على نشر هذه المنافسة في ساحة الفرص.,A verified Purchase Order is required before this tender can be approved for the marketplace.,client/src/lib/i18n.tsx,2539,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.postTender,أنشئ منافسة,Post a Tender,client/src/lib/i18n.tsx,2458,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.poUploaded,تم رفع أمر الشراء,Purchase Order Uploaded,client/src/lib/i18n.tsx,2546,,,
7. Marketplace publishing,Marketplace,/marketplace,Helper text,marketplace.poUploadedDesc,تم رفع أمر الشراء وهو في انتظار التحقق من المشرف.,Your PO has been uploaded and is pending admin verification.,client/src/lib/i18n.tsx,2547,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.poVerified,موثق,Verified,client/src/lib/i18n.tsx,2549,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.publishDate,تاريخ النشر,Published,client/src/lib/i18n.tsx,2498,,,
7. Marketplace publishing,Marketplace,/marketplace,Helper text,marketplace.publishDialogDesc,ستكون المنافسة مرئية للموردين المدعوين. يمكنك أيضاً نشرها في ساحة الفرص العامة.,Your tender will be visible to invited vendors. You can also publish it to the public marketplace.,client/src/lib/i18n.tsx,2541,,,
7. Marketplace publishing,Marketplace,/marketplace,Helper text,marketplace.publishDialogMarketplaceDesc,تقديم للمراجعة من قبل المشرف للظهور في ساحة الفرص العامة. قد يلزم وجود أمر شراء موثق.,Submit for admin review to appear on the public marketplace. A verified Purchase Order may be required.,client/src/lib/i18n.tsx,2542,,,
7. Marketplace publishing,Marketplace,/marketplace,Heading / title,marketplace.publishDialogTitle,نشر المنافسة,Publish Tender,client/src/lib/i18n.tsx,2540,One line preferred,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.publishToMarketplace,نشر في ساحة الفرص,Publish to Marketplace,client/src/lib/i18n.tsx,2533,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.purchaseOrder,أمر الشراء,Purchase Order,client/src/lib/i18n.tsx,2543,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.refNumber,رقم المنافسة,Reference Number,client/src/lib/i18n.tsx,2499,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.reject,رفض,Reject,client/src/lib/i18n.tsx,2520,,,
7. Marketplace publishing,Marketplace,/marketplace,Helper text,marketplace.rejectDescription,يرجى تقديم سبب الرفض,Please provide a reason for rejection,client/src/lib/i18n.tsx,2522,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.rejected,تم الرفض,Rejected,client/src/lib/i18n.tsx,2528,,,
7. Marketplace publishing,Marketplace,/marketplace,Helper text,marketplace.rejectedDesc,تم رفض طلب النشر,Marketplace request rejected,client/src/lib/i18n.tsx,2529,,,
7. Marketplace publishing,Marketplace,/marketplace,Error message,marketplace.rejectError,فشلت عملية الرفض,Failed to reject,client/src/lib/i18n.tsx,2532,,,
7. Marketplace publishing,Marketplace,/marketplace,Placeholder,marketplace.rejectionPlaceholder,سبب الرفض...,Rejection reason...,client/src/lib/i18n.tsx,2523,Must fit input width (1 line),,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.rejectPo,رفض,Reject,client/src/lib/i18n.tsx,2553,,,
7. Marketplace publishing,Marketplace,/marketplace,Heading / title,marketplace.rejectTitle,رفض الطلب,Reject Marketplace Request,client/src/lib/i18n.tsx,2521,One line preferred,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.remaining,متبقي,remaining,client/src/lib/i18n.tsx,2493,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.removeFromMarketplace,إزالة من ساحة الفرص,Remove from Marketplace,client/src/lib/i18n.tsx,2557,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.requests,طلبات ساحة الفرص,Marketplace Requests,client/src/lib/i18n.tsx,2508,,,
7. Marketplace publishing,Marketplace,/marketplace,Heading / title,marketplace.requestsSubtitle,مراجعة والموافقة على طلبات نشر المنافسات العامة,Review and approve public tender publishing requests,client/src/lib/i18n.tsx,2509,One line preferred,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.sar,ر.س,SAR,client/src/lib/i18n.tsx,2505,,,
7. Marketplace publishing,Marketplace,/marketplace,Placeholder,marketplace.searchPlaceholder,ابحث في المنافسات...,Search tenders...,client/src/lib/i18n.tsx,2462,Must fit input width (1 line),,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.selectInquiryDeadline,اختر آخر موعد للاستفسار,Select inquiry deadline,client/src/lib/i18n.tsx,2569,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.showingResults,عرض {start}–{end} من {total} منافسة نشطة,Showing {start}–{end} of {total} active tenders,client/src/lib/i18n.tsx,2478,,{start} {end} {total},
7. Marketplace publishing,Marketplace,/marketplace,Form label,marketplace.sizeLabel,الحجم,Size,client/src/lib/i18n.tsx,2655,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.sizeLarge,كبير,Large,client/src/lib/i18n.tsx,2658,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.sizeMid,متوسط,Mid,client/src/lib/i18n.tsx,2657,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.sizeSmall,صغير,Small,client/src/lib/i18n.tsx,2656,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.sortBudget,أعلى ميزانية,Highest Budget,client/src/lib/i18n.tsx,2476,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.sortBy,ترتيب حسب,Sort by,client/src/lib/i18n.tsx,2473,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.sortDeadline,الأقرب للإغلاق,Closing Soon,client/src/lib/i18n.tsx,2475,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.sortNewest,الأحدث,Newest,client/src/lib/i18n.tsx,2474,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.startBuying,ابدأ الشراء,Start Buying,client/src/lib/i18n.tsx,2486,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.startSelling,ابدأ البيع,Start Selling,client/src/lib/i18n.tsx,2489,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.statsActiveTenders,منافسات نشطة,Active Tenders,client/src/lib/i18n.tsx,2561,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.statsAwardedTenders,منافسات مُرسّاة,Awarded Tenders,client/src/lib/i18n.tsx,2562,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.statsTotalOffers,عروض مُقدّمة,Proposals Submitted,client/src/lib/i18n.tsx,2563,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.submissionDeadline,آخر موعد لتقديم العروض,Submission Deadline,client/src/lib/i18n.tsx,2502,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.submitForReview,تقديم للمراجعة,Submit for Review,client/src/lib/i18n.tsx,2570,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.submitted,تاريخ التقديم:,Submitted:,client/src/lib/i18n.tsx,2515,,,
7. Marketplace publishing,Marketplace,/marketplace,Helper text,marketplace.submittedDesc,تم تقديم منافستك لمراجعة ساحة الفرص,Your tender has been submitted for marketplace review,client/src/lib/i18n.tsx,2537,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.submittedOffers,عروض مقدمة,Submitted Offers,client/src/lib/i18n.tsx,2461,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.submittedStatus,تم التقديم,Submitted,client/src/lib/i18n.tsx,2536,,,
7. Marketplace publishing,Marketplace,/marketplace,Heading / title,marketplace.subtitle,تصفح المنافسات العامة وقدم عروضك,Browse public tenders and submit your proposals,client/src/lib/i18n.tsx,2454,One line preferred,,
7. Marketplace publishing,Marketplace,/marketplace,Helper text,marketplace.successDesc,تم تقديم منافستك لفريق Bid. رقم المرجع الخاص بك:,Your tender has been submitted to the Bid team. Here's your reference number:,client/src/lib/i18n.tsx,2584,,,
7. Marketplace publishing,Marketplace,/marketplace,Success message,marketplace.successDone,تم,Done,client/src/lib/i18n.tsx,2586,,,
7. Marketplace publishing,Marketplace,/marketplace,Success message,marketplace.successNextSteps,سيراجع فريق Bid طلبك وأمر الشراء. سيتم إشعارك عند الموافقة.,The Bid team will review your submission and Purchase Order. You'll be notified once it's approved.,client/src/lib/i18n.tsx,2585,,,
7. Marketplace publishing,Marketplace,/marketplace,Heading / title,marketplace.successTitle,تم التقديم للمراجعة,Submitted for review,client/src/lib/i18n.tsx,2583,One line preferred,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.suppliers,الموردون,Suppliers,client/src/lib/i18n.tsx,2487,,,
7. Marketplace publishing,Marketplace,/marketplace,Helper text,marketplace.suppliersDesc,المنشآت الصغيرة والمتوسطة التي تبحث عن فرص لتقديم عروض تنافسية.,Small and medium enterprises looking to discover opportunities and submit competitive proposals.,client/src/lib/i18n.tsx,2488,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.tenderType,نوع المنافسة,Tender Type,client/src/lib/i18n.tsx,2466,,,
7. Marketplace publishing,Marketplace,/marketplace,Heading / title,marketplace.title,ساحة الفرص,Marketplace,client/src/lib/i18n.tsx,2453,One line preferred,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.unverified,غير موثقة,Unverified,client/src/lib/i18n.tsx,2513,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.uploadAnother,رفع ملف آخر,Upload another,client/src/lib/i18n.tsx,2581,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.uploading,جارٍ الرفع...,Uploading...,client/src/lib/i18n.tsx,2642,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.uploadPo,رفع أمر الشراء,Upload PO Document,client/src/lib/i18n.tsx,2544,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.upTo,حتى,Up to,client/src/lib/i18n.tsx,2559,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.verifiedCompany,شركة موثقة,Verified Company,client/src/lib/i18n.tsx,2512,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.verifyPo,توثيق,Verify,client/src/lib/i18n.tsx,2552,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.viewArchive,عرض الأرشيف,View archive,client/src/lib/i18n.tsx,2660,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.viewDetails,التفاصيل,Details,client/src/lib/i18n.tsx,2497,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.viewRfp,عرض المنافسة,View RFP,client/src/lib/i18n.tsx,2518,,,
7. Marketplace publishing,Marketplace,/marketplace,Text,marketplace.viewTender,عرض المناقصة,View tender,client/src/lib/i18n.tsx,2659,,,
7. Marketplace publishing,Marketplace,/marketplace,Helper text,marketplace.voiceNoteOptionalDesc,سجّل مقدمة صوتية قصيرة للموردين. يمكن استبدالها في أي وقت.,Record a brief voice intro for vendors. Replace anytime.,client/src/lib/i18n.tsx,2641,,,
7. Marketplace publishing,Marketplace,/marketplace,Form label,marketplace.voiceNoteOptionalLabel,ملاحظة صوتية (اختياري),Voice Note (optional),client/src/lib/i18n.tsx,2640,,,
8. Vendor journey,vendorInvitation,various,Helper text,vendorInvitation.acceptDescription,بقبولك، ستُضاف إلى قائمة الموردين المعتمدين لدى {company} وتحصل على الوصول إلى فرص منافساتهم.,"By accepting, you'll be added to {company}'s approved vendor list and gain access to their tender opportunities.",client/src/lib/i18n.tsx,2762,,{company},
8. Vendor journey,vendorInvitation,various,Text,vendorInvitation.accepting,جارٍ القبول...,Accepting...,client/src/lib/i18n.tsx,2768,,,
8. Vendor journey,vendorInvitation,various,Text,vendorInvitation.acceptInvitation,قبول الدعوة,Accept Invitation,client/src/lib/i18n.tsx,2761,,,
8. Vendor journey,vendorInvitation,various,Text,vendorInvitation.canSubmitNow,يمكنك الآن تقديم عروض على منافساتهم.,You can now submit offers for their tenders.,client/src/lib/i18n.tsx,2751,,,
8. Vendor journey,vendorInvitation,various,Form label,vendorInvitation.deadlineLabel,الموعد النهائي: {when},Deadline: {when},client/src/lib/i18n.tsx,2758,,{when},
8. Vendor journey,vendorInvitation,various,Helper text,vendorInvitation.emailMismatchDesc,أُرسلت هذه الدعوة إلى {email}. يُرجى تسجيل الدخول بذلك الحساب.,This invitation was sent to {email}. Please login with that account.,client/src/lib/i18n.tsx,2772,,{email},
8. Vendor journey,vendorInvitation,various,Heading / title,vendorInvitation.emailMismatchTitle,عدم تطابق البريد,Email mismatch,client/src/lib/i18n.tsx,2771,One line preferred,,
8. Vendor journey,vendorInvitation,various,Error message,vendorInvitation.failedToAccept,تعذّر قبول الدعوة,Failed to accept invitation,client/src/lib/i18n.tsx,2774,,,
8. Vendor journey,vendorInvitation,various,Text,vendorInvitation.futureOpportunities,ستتاح لك فرص المنافسات المستقبلية.,Future tender opportunities will be available to you.,client/src/lib/i18n.tsx,2752,,,
8. Vendor journey,vendorInvitation,various,Text,vendorInvitation.goToDashboard,الذهاب إلى لوحة التحكم,Go to Dashboard,client/src/lib/i18n.tsx,2754,,,
8. Vendor journey,vendorInvitation,various,Text,vendorInvitation.importantEmail,هام: أُرسلت هذه الدعوة إلى {email}. يجب أن تكون مسجّل الدخول بهذا البريد لقبولها.,Important: This invitation was sent to {email}. You must be logged in with this email to accept.,client/src/lib/i18n.tsx,2760,,{email},
8. Vendor journey,vendorInvitation,various,Text,vendorInvitation.invitationExpired,انتهت صلاحية الدعوة,Invitation Expired,client/src/lib/i18n.tsx,2747,,,
8. Vendor journey,vendorInvitation,various,Text,vendorInvitation.invitationNotFound,الدعوة غير موجودة,Invitation Not Found,client/src/lib/i18n.tsx,2748,,,
8. Vendor journey,vendorInvitation,various,Text,vendorInvitation.invitedBy,تمت دعوتك من {name},Invited by {name},client/src/lib/i18n.tsx,2755,,{name},
8. Vendor journey,vendorInvitation,various,Helper text,vendorInvitation.joinDescription,لقد تمت دعوتك للانضمام إلى قاعدة الموردين لديهم. اقبل هذه الدعوة للوصول إلى فرص المنافسات.,You've been invited to join their Vendors Base. Accept this invitation to access tender opportunities.,client/src/lib/i18n.tsx,2756,,,
8. Vendor journey,vendorInvitation,various,Text,vendorInvitation.loginRequired,تسجيل الدخول مطلوب,Login required,client/src/lib/i18n.tsx,2769,,,
8. Vendor journey,vendorInvitation,various,Helper text,vendorInvitation.loginRequiredDesc,يُرجى تسجيل الدخول كمورد لقبول هذه الدعوة,Please login as a vendor to accept this invitation,client/src/lib/i18n.tsx,2770,,,
8. Vendor journey,vendorInvitation,various,Text,vendorInvitation.loginToAccept,تسجيل الدخول للقبول,Login to Accept,client/src/lib/i18n.tsx,2764,,,
8. Vendor journey,vendorInvitation,various,Text,vendorInvitation.mustBeVendor,يجب أن تكون مسجّل الدخول كمورد لقبول هذه الدعوة.,You must be logged in as a vendor to accept this invitation.,client/src/lib/i18n.tsx,2765,,,
8. Vendor journey,vendorInvitation,various,Text,vendorInvitation.pleaseLogin,يُرجى تسجيل الدخول كمورد لقبول هذه الدعوة.,Please login as a vendor to accept this invitation.,client/src/lib/i18n.tsx,2763,,,
8. Vendor journey,vendorInvitation,various,Text,vendorInvitation.switchAccount,تبديل الحساب,Switch Account,client/src/lib/i18n.tsx,2766,,,
8. Vendor journey,vendorInvitation,various,Form label,vendorInvitation.tenderLabel,المنافسة: {title},Tender: {title},client/src/lib/i18n.tsx,2757,,{title},
8. Vendor journey,vendorInvitation,various,Text,vendorInvitation.urgent,⚡ عاجل: الموعد النهائي بعد أقل من 24 ساعة. اقبل الآن للمشاركة!,⚡ Urgent: Deadline is less than 24 hours away. Accept now to participate!,client/src/lib/i18n.tsx,2759,,,
8. Vendor journey,vendorInvitation,various,Text,vendorInvitation.viewTender,عرض المنافسة,View RFP,client/src/lib/i18n.tsx,2753,,,
8. Vendor journey,vendorInvitation,various,Text,vendorInvitation.welcomeConnected,أنت الآن مرتبط بـ {company}.,You're now connected with {company}.,client/src/lib/i18n.tsx,2750,,{company},
8. Vendor journey,vendorInvitation,various,Heading / title,vendorInvitation.welcomeTitle,مرحبًا بك في قاعدة الموردين!,Welcome to the Vendors Base!,client/src/lib/i18n.tsx,2749,One line preferred,,
8. Vendor journey,vendorInvitation,various,Notification,vendorInvitation.welcomeToast,مرحبًا!,Welcome!,client/src/lib/i18n.tsx,2773,Toast — ~2 lines max,,
8. Vendor journey,vendorInvitation,various,Text,vendorInvitation.wrongEmail,أُرسلت هذه الدعوة إلى {email}. يُرجى تسجيل الدخول بذلك الحساب.,This invitation was sent to {email}. Please login with that account.,client/src/lib/i18n.tsx,2767,,{email},
8. Vendor journey,vendorInvitationCard,various,Text,vendorInvitationCard.budget,الميزانية:,Budget:,client/src/lib/i18n.tsx,2813,,,
8. Vendor journey,vendorInvitationCard,various,Text,vendorInvitationCard.deadline,الموعد النهائي:,Deadline:,client/src/lib/i18n.tsx,2812,,,
8. Vendor journey,vendorInvitationCard,various,Text,vendorInvitationCard.duration,المدة:,Duration:,client/src/lib/i18n.tsx,2814,,,
8. Vendor journey,vendorInvitationCard,various,Text,vendorInvitationCard.offerSubmitted,تم تقديم العرض,Offer submitted,client/src/lib/i18n.tsx,2815,,,
8. Vendor journey,vendorPreQual,various,Text,vendorPreQual.bioCharCount,{count} / 100 حرف,{count} / 100 characters,client/src/lib/i18n.tsx,3618,,{count},
8. Vendor journey,vendorPreQual,various,Helper text,vendorPreQual.bioHint,اجعلها واضحة وتركز على خدماتك,Keep it clear and focused on your services,client/src/lib/i18n.tsx,3617,,,
8. Vendor journey,vendorPreQual,various,Placeholder,vendorPreQual.bioPlaceholder,صف شركتك وخدماتك وخبراتك (5-100 حرف),"Describe your company, services, and expertise (5-100 characters)",client/src/lib/i18n.tsx,3616,Must fit input width (1 line),,
8. Vendor journey,vendorPreQual,various,Text,vendorPreQual.buttonCancel,إلغاء,Cancel,client/src/lib/i18n.tsx,3630,,,
8. Vendor journey,vendorPreQual,various,Text,vendorPreQual.buttonSubmit,تقديم للمراجعة,Submit for Review,client/src/lib/i18n.tsx,3632,,,
8. Vendor journey,vendorPreQual,various,Text,vendorPreQual.buttonSubmitting,جارٍ التقديم...,Submitting...,client/src/lib/i18n.tsx,3631,,,
8. Vendor journey,vendorPreQual,various,Helper text,vendorPreQual.categoryHint,اختر الفئة التي تصف عملك بشكل أفضل,Select the category that best describes your work,client/src/lib/i18n.tsx,3621,,,
8. Vendor journey,vendorPreQual,various,Placeholder,vendorPreQual.categoryPlaceholder,اختر فئة,Select a category,client/src/lib/i18n.tsx,3620,Must fit input width (1 line),,
8. Vendor journey,vendorPreQual,various,Helper text,vendorPreQual.companyProfileHint,ارفع ملفاً من صفحة واحدة بصيغة PDF لتعريف شركتك,Upload a one-pager PDF to introduce your company,client/src/lib/i18n.tsx,3624,,,
8. Vendor journey,vendorPreQual,various,Text,vendorPreQual.crNumericOnly,أرقام فقط,Numeric only,client/src/lib/i18n.tsx,3599,,,
8. Vendor journey,vendorPreQual,various,Helper text,vendorPreQual.displayNameHint,كيف ستظهر شركتك لأصحاب الطلبات,How your company will appear to requesters,client/src/lib/i18n.tsx,3610,,,
8. Vendor journey,vendorPreQual,various,Text,vendorPreQual.fieldBio,نبذة مختصرة *,Short Bio *,client/src/lib/i18n.tsx,3615,,,
8. Vendor journey,vendorPreQual,various,Text,vendorPreQual.fieldCategory,الفئة *,Category *,client/src/lib/i18n.tsx,3619,,,
8. Vendor journey,vendorPreQual,various,Text,vendorPreQual.fieldCompanyName,اسم الشركة (كما في السجل التجاري) *,Company Name (as per CR) *,client/src/lib/i18n.tsx,3597,,,
8. Vendor journey,vendorPreQual,various,Text,vendorPreQual.fieldCompanyProfile,ملف الشركة *,Company Profile *,client/src/lib/i18n.tsx,3622,,,
8. Vendor journey,vendorPreQual,various,Text,vendorPreQual.fieldCrNumber,رقم السجل التجاري *,CR Number *,client/src/lib/i18n.tsx,3598,,,
8. Vendor journey,vendorPreQual,various,Text,vendorPreQual.fieldDisplayName,الاسم الظاهر (عام) *,Display Name (Public) *,client/src/lib/i18n.tsx,3609,,,
8. Vendor journey,vendorPreQual,various,Text,vendorPreQual.fieldGosiCert,شهادة GOSI *,GOSI Certificate *,client/src/lib/i18n.tsx,3602,,,Latin words inside Arabic string
8. Vendor journey,vendorPreQual,various,Heading / title,vendorPreQual.fieldHeader,صورة الغلاف,Header Image,client/src/lib/i18n.tsx,3613,One line preferred,,
8. Vendor journey,vendorPreQual,various,Text,vendorPreQual.fieldLinkedin,رابط لينكدإن,LinkedIn URL,client/src/lib/i18n.tsx,3625,,,
8. Vendor journey,vendorPreQual,various,Text,vendorPreQual.fieldLogo,الشعار *,Logo *,client/src/lib/i18n.tsx,3611,,,
8. Vendor journey,vendorPreQual,various,Text,vendorPreQual.fieldNatAddressCert,شهادة العنوان الوطني *,National Address Certificate *,client/src/lib/i18n.tsx,3603,,,
8. Vendor journey,vendorPreQual,various,Text,vendorPreQual.fieldVatCert,شهادة ضريبة القيمة المضافة (إن وجدت),VAT Certificate (if applicable),client/src/lib/i18n.tsx,3600,,,
8. Vendor journey,vendorPreQual,various,Text,vendorPreQual.fieldVatNumber,رقم ضريبة القيمة المضافة (إن وجد),VAT Number (if applicable),client/src/lib/i18n.tsx,3601,,,
8. Vendor journey,vendorPreQual,various,Text,vendorPreQual.fieldWebsite,رابط الموقع الإلكتروني,Website URL,client/src/lib/i18n.tsx,3627,,,
8. Vendor journey,vendorPreQual,various,Text,vendorPreQual.fieldX,رابط إكس (تويتر),X (Twitter) URL,client/src/lib/i18n.tsx,3626,,,
8. Vendor journey,vendorPreQual,various,Success message,vendorPreQual.lastSaved,آخر حفظ: {time},Last saved: {time},client/src/lib/i18n.tsx,3629,,{time},
8. Vendor journey,vendorPreQual,various,Helper text,vendorPreQual.pageDesc,أكمل ملفك للبدء في استلام دعوات المناقصات. جميع الوثائق القانونية خاصة وتُستخدم للتحقق فقط.,Complete your profile to start receiving tender invitations. All legal documents are private and used only for verification.,client/src/lib/i18n.tsx,3592,,,
8. Vendor journey,vendorPreQual,various,Heading / title,vendorPreQual.pageTitle,التأهيل المسبق للمورد,Vendor Pre-Qualification,client/src/lib/i18n.tsx,3591,One line preferred,,
8. Vendor journey,vendorPreQual,various,Text,vendorPreQual.saving,جارٍ الحفظ...,Saving...,client/src/lib/i18n.tsx,3628,,,
8. Vendor journey,vendorPreQual,various,Heading / title,vendorPreQual.sectionLegalTitle,القانونية والامتثال,Legal & Compliance,client/src/lib/i18n.tsx,3595,One line preferred,,
8. Vendor journey,vendorPreQual,various,Text,vendorPreQual.sectionPrivate,خاص,Private,client/src/lib/i18n.tsx,3596,,,
8. Vendor journey,vendorPreQual,various,Heading / title,vendorPreQual.sectionPublicTitle,الملف العام,Public Profile,client/src/lib/i18n.tsx,3607,One line preferred,,
8. Vendor journey,vendorPreQual,various,Text,vendorPreQual.stepLegal,القانونية والامتثال,Legal & Compliance,client/src/lib/i18n.tsx,3593,,,
8. Vendor journey,vendorPreQual,various,Text,vendorPreQual.stepPublic,الملف العام,Public Profile,client/src/lib/i18n.tsx,3594,,,
8. Vendor journey,vendorPreQual,various,Error message,vendorPreQual.toastError,خطأ,Error,client/src/lib/i18n.tsx,3635,,,
8. Vendor journey,vendorPreQual,various,Helper text,vendorPreQual.toastErrorDesc,فشل تقديم طلب التأهيل المسبق,Failed to submit pre-qualification,client/src/lib/i18n.tsx,3636,,,
8. Vendor journey,vendorPreQual,various,Success message,vendorPreQual.toastSuccess,نجاح!,Success!,client/src/lib/i18n.tsx,3633,,,
8. Vendor journey,vendorPreQual,various,Helper text,vendorPreQual.toastSuccessDesc,تم تقديم طلب التأهيل المسبق للمراجعة,Your pre-qualification has been submitted for review,client/src/lib/i18n.tsx,3634,,,
8. Vendor journey,vendorPreQual,various,Text,vendorPreQual.uploadCompanyProfile,رفع كتيب الشركة (PDF، يُنصح بـ 1-5 صفحات),"Upload Company Brochure (PDF, 1-5 pages recommended)",client/src/lib/i18n.tsx,3623,,,
8. Vendor journey,vendorPreQual,various,Helper text,vendorPreQual.uploadedDesc,تم رفع {name} بنجاح,{name} uploaded successfully,client/src/lib/i18n.tsx,3638,,{name},
8. Vendor journey,vendorPreQual,various,Heading / title,vendorPreQual.uploadedTitle,تم الرفع!,Uploaded!,client/src/lib/i18n.tsx,3637,One line preferred,,
